family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Alicyclobacillaceae,Bacteria,124,186823,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186823
Flectobacillaceae,Bacteria,122,3141701,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flectobacillaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;3141701
Halanaerobiaceae,Bacteria,121,972,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;53433;972
Candidatus Binataceae,Bacteria,121,2785443,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Binatota;Candidatus Binatia;Candidatus Binatales;Candidatus Binataceae,cellular root;domain;no rank;clade;phylum;class;order;family,131567;2;2323;1783234;2528254;2785441;2785442;2785443
Ferroplasmaceae,Archaea,119,90142,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2301;90142
Roseiflexaceae,Bacteria,116,1508635,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;1783272;200795;32061;32064;1508595;1508635
Nitriliruptoraceae,Bacteria,116,596498,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;596497;596498
Aestuariivirgaceae,Bacteria,115,2650922,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aestuariivirgaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2650922
Reyranellaceae,Bacteria,115,2844375,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2844375
Acidaminobacteraceae,Bacteria,113,3118653,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Acidaminobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;3118653
Conexibacteraceae,Bacteria,111,320583,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;320583
Archangiaceae,Bacteria,110,39,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;2818505;32015;29;80811;39
Candidatus Methanoperedenaceae,Archaea,109,1392996,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;ANME-2 cluster;Candidatus Methanoperedenaceae,cellular root;domain;kingdom;phylum;clade;class;order;clade;family,131567;2157;3366610;28890;2290931;224756;94695;588816;1392996
Fervidobacteriaceae,Bacteria,106,1643950,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;2419;1643950
Endomicrobiaceae,Bacteria,106,1783343,cellular organisms;Bacteria;Pseudomonadati;Elusimicrobiota;Endomicrobiia;Endomicrobiales;Endomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;74152;447830;1783344;1783343
Sporomusaceae,Bacteria,104,1843490,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;909932;909929;1843490
Thermoactinomycetaceae,Bacteria,104,186824,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186824
Kineosporiaceae,Bacteria,103,83778,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;622452;83778
Mariprofundaceae,Bacteria,101,580372,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Zetaproteobacteria;Mariprofundales;Mariprofundaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;580370;580371;580372
Candidatus Micrarchaeaceae,Archaea,101,2885735,cellular organisms;Archaea;Nanobdellati;Candidatus Micrarchaeota;Candidatus Micrarchaeia;Candidatus Micrarchaeales;Candidatus Micrarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1801631;2885733;2885734;2885735
Sulfurospirillaceae,Bacteria,100,2932623,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2932623
Nannocystaceae,Bacteria,100,224463,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Nannocystales;Nannocystaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031713;224463
Tenuifilaceae,Bacteria,100,2760872,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Tenuifilaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2760872
Hydrogenothermaceae,Bacteria,100,224027,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Hydrogenothermaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200783;187857;32069;224027
Haliscomenobacteraceae,Bacteria,99,1937961,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Haliscomenobacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;1937959;1936988;1937961
Candidatus Nitrosocaldaceae,Archaea,99,1968910,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;651137;1643678;1968909;1968910
Jatrophihabitantaceae,Bacteria,99,2805416,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Jatrophihabitantales;Jatrophihabitantaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2805415;2805416
Dongiaceae,Bacteria,98,3031144,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;3031144
Blattabacteriaceae,Bacteria,97,39782,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Blattabacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;39782
Microbulbiferaceae,Bacteria,96,1706373,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1706369;1706373
Lentisphaeraceae,Bacteria,95,566277,cellular organisms;Bacteria;Pseudomonadati;PVC group;Lentisphaerota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;256845;1313211;278081;566277
Kiloniellaceae,Bacteria,94,597359,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;597359
Petrotogaceae,Bacteria,93,1643949,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;1643947;1643949
Chloroflexaceae,Bacteria,92,1106,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;1783272;200795;32061;32064;1508594;1106
Thermoflexaceae,Bacteria,92,1495648,cellular organisms;Bacteria;Bacillati;Chloroflexota;Thermoflexia;Thermoflexales;Thermoflexaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;1495646;1495647;1495648
Kaistiaceae,Bacteria,92,2831111,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Kaistiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2831111
Endozoicomonadaceae,Bacteria,91,2066474,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2066474
Halobacteriovoraceae,Bacteria,90,1652132,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Halobacteriovoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;3031419;2024979;1652132
Candidatus Midichloriaceae,Bacteria,90,1328881,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;766;1328881
Demequinaceae,Bacteria,90,1042322,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Demequinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;1042322
Cardiobacteriaceae,Bacteria,89,868,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135615;868
Dermacoccaceae,Bacteria,88,145357,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;145357
Defluviitaleaceae,Bacteria,88,1185407,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;1185407
Chitinibacteraceae,Bacteria,87,2897177,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206351;2897177
Halothiobacillaceae,Bacteria,87,255526,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Halothiobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;255526
Sulfuricellaceae,Bacteria,86,2772226,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;2772226
Oscillatoriaceae,Bacteria,85,1892254,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892254
Leadbetterellaceae,Bacteria,85,3141702,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Leadbetterellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;3141702
Terrimicrobiaceae,Bacteria,85,2762316,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Terrimicrobiia;Terrimicrobiales;Terrimicrobiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;2762271;2762272;2762316
Sandaracinaceae,Bacteria,85,1055686,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031712;1055686
Desulfohalobiaceae,Bacteria,84,213117,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;213117
Kangiellaceae,Bacteria,84,1920240,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;2887327;1920240
Thermodesulfobacteriaceae,Bacteria,84,188711,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;67799;188710;188711
Nodulariaceae,Bacteria,83,3079761,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nodulariaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;3079761
Tepidisphaeraceae,Bacteria,83,1771355,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;666505;1771349;1771355
Candidatus Azotimanducaceae,Bacteria,83,3023558,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Candidatus Azotimanducaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72274;3023558
Kordiimonadaceae,Bacteria,83,1331809,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;362534;1331809
Longimicrobiaceae,Bacteria,82,1804993,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;142182;1804991;1804992;1804993
Usitatibacteraceae,Bacteria,82,2803844,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;2803844
Candidatus Wolframiiraptoraceae,Archaea,82,2978049,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Candidatus Wolframiiraptoraceae,cellular root;domain;kingdom;phylum;no rank;family,131567;2157;1783275;651137;651142;2978049
Rhodothermaceae,Bacteria,81,563843,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;1853220;1853222;1853224;563843
Aquaspirillaceae,Bacteria,81,2897176,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Aquaspirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206351;2897176
Candidatus Puniceispirillaceae,Bacteria,81,3119833,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Candidatus Puniceispirillales;Candidatus Puniceispirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3119832;3119833
Holosporaceae,Bacteria,80,44746,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Holosporales;Holosporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;1921002;44746
Ardenticatenaceae,Bacteria,79,1382930,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Ardenticatenales;Ardenticatenaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;1382928;1382929;1382930
Rectinemataceae,Bacteria,79,2951105,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Rectinemataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;136;2951105
Marinifilaceae,Bacteria,79,1573805,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;1970189;1573805
Ahrensiaceae,Bacteria,79,2829814,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2829814
Saccharospirillaceae,Bacteria,79,255527,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;255527
Treboniaceae,Bacteria,78,2767072,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Treboniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85012;2767072
