genus,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,coverage_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status
MGBC100798,0,0,0.0,0.0,310,310,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
UBA953,0,0,0.0,0.0,300,300,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Scatovivens,0,0,0.0,0.0,300,300,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Hominicoprocola,0,0,0.0,0.0,299,299,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Hominisplanchenecus,0,0,0.0,0.0,293,293,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Avelusimicrobium,0,0,0.0,0.0,290,290,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
RGIG8773,0,0,0.0,0.0,289,289,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
UBA9145,0,0,0.0,0.0,284,284,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Turicimonas,0,0,0.0,0.0,283,283,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Amulumruptor,0,0,0.0,0.0,283,283,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Vreelandella,0,0,0.0,0.0,277,277,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
CAG-170,0,0,0.0,0.0,275,275,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Zag111,0,0,0.0,0.0,275,275,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
UBA184,0,0,0.0,0.0,272,272,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
CAG-303,0,0,0.0,0.0,270,270,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
Hominimerdicola,0,0,0.0,0.0,269,269,0,0.05,0.05,0.0,0.0,,,0,0,0,gtdb_only
CAG-196,0,0,0.0,0.0,266,266,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Alitiscatomonas,0,0,0.0,0.0,264,264,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Limimorpha,0,0,0.0,0.0,260,260,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
CAG-177,0,0,0.0,0.0,259,259,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
51-20,0,0,0.0,0.0,250,250,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
CAG-273,0,0,0.0,0.0,249,249,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Fimimonas,0,0,0.0,0.0,245,245,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Nitrospira,0,0,0.0,0.0,242,242,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Laedolimicola,0,0,0.0,0.0,239,239,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
CAG-582,0,0,0.0,0.0,231,231,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
UBA952,0,0,0.0,0.0,230,230,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
CAG-475,0,0,0.0,0.0,230,230,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Rhodophyticola,0,0,0.0,0.0,224,224,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
JAGBWK01,0,0,0.0,0.0,222,222,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
UBA737,0,0,0.0,0.0,221,221,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Chlamydophila,0,0,0.0,0.0,218,218,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Coprocola,0,0,0.0,0.0,213,213,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Stercorousia,0,0,0.0,0.0,211,211,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
HTCC2207,0,0,0.0,0.0,210,210,0,0.04,0.04,0.0,0.0,,,0,0,0,gtdb_only
Wujia,0,0,0.0,0.0,200,200,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Porcipelethomonas,0,0,0.0,0.0,197,197,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
CAG-103,0,0,0.0,0.0,195,195,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
UBA9973,0,0,0.0,0.0,192,192,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Evtepia,0,0,0.0,0.0,190,190,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Anaerotardibacter,0,0,0.0,0.0,190,190,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Actinomarina,0,0,0.0,0.0,185,185,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Methylopumilus,0,0,0.0,0.0,184,184,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
F23-B02,0,0,0.0,0.0,182,182,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
MGIIa-L1,0,0,0.0,0.0,182,182,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
UBA1067,0,0,0.0,0.0,177,177,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Anaerobutyricum,0,0,0.0,0.0,176,176,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Granulimonas,0,0,0.0,0.0,175,175,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Faecalibacillus,0,0,0.0,0.0,174,174,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Borkfalkia,0,0,0.0,0.0,171,171,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Thiodiazotropha,0,0,0.0,0.0,170,170,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
CAG-510,0,0,0.0,0.0,170,170,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Avidehalobacter,0,0,0.0,0.0,165,165,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Peribacillus,0,0,0.0,0.0,164,164,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
HIMB59,0,0,0.0,0.0,161,161,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Tidjanibacter,0,0,0.0,0.0,161,161,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Scatosoma,0,0,0.0,0.0,160,160,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
PHOS-HE28,0,0,0.0,0.0,158,158,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
C7867-001,0,0,0.0,0.0,158,158,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Duodenibacillus,0,0,0.0,0.0,157,157,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Bariatricus,0,0,0.0,0.0,156,156,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
CAJUPY01,0,0,0.0,0.0,155,155,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
UBA183,0,0,0.0,0.0,154,154,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Bacilli incertae sedis,0,0,0.0,0.0,152,152,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Chordicoccus,0,0,0.0,0.0,151,151,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Scatocola,0,0,0.0,0.0,149,149,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
UBA10364,0,0,0.0,0.0,149,149,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
Egerieousia,0,0,0.0,0.0,149,149,0,0.03,0.03,0.0,0.0,,,0,0,0,gtdb_only
13-2-20CM-66-19,0,0,0.0,0.0,147,147,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
BACL14,0,0,0.0,0.0,146,146,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
AAA044-D11,0,0,0.0,0.0,145,145,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Lentihominibacter,0,0,0.0,0.0,145,145,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Limisoma,0,0,0.0,0.0,145,145,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Faecalimonas,0,0,0.0,0.0,143,143,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Clostridium_AQ,0,0,0.0,0.0,142,142,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
PeH17,0,0,0.0,0.0,141,141,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Arctic96AD-7,0,0,0.0,0.0,140,140,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Ventricola,0,0,0.0,0.0,140,140,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MS024-2A,0,0,0.0,0.0,139,139,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGBC163016,0,0,0.0,0.0,138,138,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGBC164599,0,0,0.0,0.0,136,136,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Hexamitidae,0,0,0.0,0.0,136,136,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Scatomorpha,0,0,0.0,0.0,135,135,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
TMED14,0,0,0.0,0.0,135,135,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Thiodubiliella,0,0,0.0,0.0,134,134,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Ornithospirochaeta,0,0,0.0,0.0,133,133,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
AG-337-I02,0,0,0.0,0.0,131,131,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA1740,0,0,0.0,0.0,129,129,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Pseudothioglobus,0,0,0.0,0.0,129,129,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Halopseudomonas,0,0,0.0,0.0,128,128,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA1213,0,0,0.0,0.0,127,127,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-302,0,0,0.0,0.0,127,127,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
ER46,0,0,0.0,0.0,126,126,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGBC161649,0,0,0.0,0.0,126,126,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Hominilimicola,0,0,0.0,0.0,126,126,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
RUG420,0,0,0.0,0.0,126,126,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Merdousia,0,0,0.0,0.0,125,125,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA11524,0,0,0.0,0.0,124,124,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGBC124762,0,0,0.0,0.0,123,123,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Marisimplicoccus,0,0,0.0,0.0,123,123,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Villigracilis,0,0,0.0,0.0,122,122,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Leptogranulimonas,0,0,0.0,0.0,122,122,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Vermiculatibacterium,0,0,0.0,0.0,122,122,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
ELB16-189,0,0,0.0,0.0,121,121,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA7185,0,0,0.0,0.0,121,121,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-267,0,0,0.0,0.0,120,120,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Limiplasma,0,0,0.0,0.0,119,119,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Acidulodesulfobacterium,0,0,0.0,0.0,119,119,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Onthousia,0,0,0.0,0.0,116,116,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA4421,0,0,0.0,0.0,116,116,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Oliverpabstia,0,0,0.0,0.0,115,115,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Gammaproteobacteria incertae sedis,0,0,0.0,0.0,115,115,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
JJ008,0,0,0.0,0.0,115,115,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
F23-D06,0,0,0.0,0.0,114,114,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA9611,0,0,0.0,0.0,114,114,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA10281,0,0,0.0,0.0,113,113,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA4572,0,0,0.0,0.0,113,113,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Coprosoma,0,0,0.0,0.0,112,112,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-488,0,0,0.0,0.0,111,111,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-1000,0,0,0.0,0.0,111,111,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Choladousia,0,0,0.0,0.0,111,111,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UMGS1994,0,0,0.0,0.0,109,109,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA11358,0,0,0.0,0.0,109,109,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Parvarchaeum,0,0,0.0,0.0,108,108,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Hominenteromicrobium,0,0,0.0,0.0,108,108,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Parasynechococcus,0,0,0.0,0.0,108,108,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA2868,0,0,0.0,0.0,108,108,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Phil1,0,0,0.0,0.0,107,107,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
JAFLTL01,0,0,0.0,0.0,107,107,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Enterosoma,0,0,0.0,0.0,107,107,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
QYPT01,0,0,0.0,0.0,107,107,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Cytobacillus,0,0,0.0,0.0,107,107,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Neobacillus,0,0,0.0,0.0,106,106,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
28-YEA-48,0,0,0.0,0.0,106,106,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
BACL27,0,0,0.0,0.0,105,105,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
TCS55,0,0,0.0,0.0,104,104,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA4951,0,0,0.0,0.0,103,103,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
An181,0,0,0.0,0.0,103,103,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA2882,0,0,0.0,0.0,103,103,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Caccenecus,0,0,0.0,0.0,103,103,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Alloalcanivorax,0,0,0.0,0.0,102,102,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-349,0,0,0.0,0.0,102,102,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
LD21,0,0,0.0,0.0,102,102,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Aquirufa,0,0,0.0,0.0,102,102,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Victivallis,0,0,0.0,0.0,102,102,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA868,0,0,0.0,0.0,101,101,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-465,0,0,0.0,0.0,101,101,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAIKZZ01,0,0,0.0,0.0,101,101,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Tractidigestivibacter,0,0,0.0,0.0,99,99,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
JACRCG01,0,0,0.0,0.0,99,99,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Aphodousia,0,0,0.0,0.0,99,99,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGIIb-O2,0,0,0.0,0.0,99,99,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Onthovivens,0,0,0.0,0.0,99,99,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
RUG410,0,0,0.0,0.0,98,98,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Pseudobutyricicoccus,0,0,0.0,0.0,98,98,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Nitrosopelagicus,0,0,0.0,0.0,98,98,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA7109,0,0,0.0,0.0,97,97,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Paracidovorax,0,0,0.0,0.0,97,97,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Pumilibacter,0,0,0.0,0.0,96,96,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Marinisoma,0,0,0.0,0.0,96,96,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Nanosynbacter,0,0,0.0,0.0,96,96,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Poseidonia,0,0,0.0,0.0,95,95,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UMGS1071,0,0,0.0,0.0,95,95,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-492,0,0,0.0,0.0,95,95,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA1259,0,0,0.0,0.0,94,94,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
GCA-001856825,0,0,0.0,0.0,93,93,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-217,0,0,0.0,0.0,93,93,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Gallintestinimicrobium,0,0,0.0,0.0,93,93,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-590,0,0,0.0,0.0,93,93,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
CAG-245,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Onthomorpha,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MGIIb-O1,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MAG-121220-bin8,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MB11C04,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
MAG-120531,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Lancefieldella,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Porcincola,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UMGS1370,0,0,0.0,0.0,92,92,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Acidibrevibacterium,0,0,0.0,0.0,91,91,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
SAR86A,0,0,0.0,0.0,91,91,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
OLB17,0,0,0.0,0.0,91,91,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
UBA6857,0,0,0.0,0.0,91,91,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
DMER64,0,0,0.0,0.0,90,90,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Fimisoma,0,0,0.0,0.0,90,90,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Aphodocola,0,0,0.0,0.0,90,90,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Accumulibacter,0,0,0.0,0.0,89,89,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
Phytoplasma,0,0,0.0,0.0,89,89,0,0.02,0.02,0.0,0.0,,,0,0,0,gtdb_only
RGIG8607,0,0,0.0,0.0,88,88,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
HGM04593,0,0,0.0,0.0,88,88,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA3766,0,0,0.0,0.0,88,88,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
CAG-238,0,0,0.0,0.0,88,88,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Limnocylindrus,0,0,0.0,0.0,87,87,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA5456,0,0,0.0,0.0,87,87,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
M3007,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Merdicola,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Coprenecus,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Fonsibacter,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UA16,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Zwartia,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA3789,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Arachnia,0,0,0.0,0.0,86,86,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
C7867-002,0,0,0.0,0.0,85,85,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Nanopelagicus,0,0,0.0,0.0,85,85,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA955,0,0,0.0,0.0,85,85,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Aristaeella,0,0,0.0,0.0,84,84,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Casp-actino8,0,0,0.0,0.0,84,84,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Huintestinicola,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
2-12-FULL-35-15,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Lacrimispora,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
MGBC118957,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA36,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA10103,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
D2472,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Sulfotelmatobacter,0,0,0.0,0.0,83,83,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
CAZU01,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
QXXE01,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Onthomonas,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Pullibacteroides,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
C-19,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
MGBC100174,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Ventrenecus,0,0,0.0,0.0,82,82,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Saccharimonas,0,0,0.0,0.0,81,81,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
HIMB30,0,0,0.0,0.0,81,81,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA3064,0,0,0.0,0.0,81,81,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
RGIG8482,0,0,0.0,0.0,81,81,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Neoroseomonas,0,0,0.0,0.0,80,80,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
RGIG3002,0,0,0.0,0.0,80,80,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
CAG-448,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UMGS1663,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
QWPT01,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA1096,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
TMED112,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Opi-474,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
SFEL01,0,0,0.0,0.0,79,79,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Faeciplasma,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
MGBC108787,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
NK4A144,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Emergencia,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UMGS1865,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
MAG-120802,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA6382,0,0,0.0,0.0,78,78,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
F1-60-MAGs104,0,0,0.0,0.0,77,77,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA964,0,0,0.0,0.0,77,77,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
UBA9926,0,0,0.0,0.0,77,77,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
NK4A136,0,0,0.0,0.0,76,76,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
Udaeobacter,0,0,0.0,0.0,76,76,0,0.01,0.01,0.0,0.0,,,0,0,0,gtdb_only
