genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,taxid_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Petrimonas,26,87,0.01,0.01,43,5,2,0.0,0.01,4.65,5.2,0.192,1,1,-1,1,matched,Bacteria,
Thioclava,16,34,0.01,0.0,43,35,34,0.0,0.05,79.07,0.457,2.188,1,1,-1,1,matched,Bacteria,
Emticicia,21,161,0.01,0.01,42,17,22,0.0,0.02,52.38,1.235,0.81,1,1,-1,1,matched,Bacteria,
Schwartzia,9,68,0.0,0.01,42,3,1,0.0,0.0,2.38,3.0,0.333,1,0,0,1,matched,Bacteria,
Chamaesiphon,8,42,0.0,0.0,42,27,2,0.0,0.04,4.76,0.296,3.375,1,1,-1,1,matched,Bacteria,
Spirochaeta,791,2833,0.3,0.24,42,12,6,0.0,0.02,14.29,65.917,0.015,1,1,-1,1,matched,Bacteria,
Mesoflavibacter,20,47,0.01,0.0,42,9,11,0.0,0.01,26.19,2.222,0.45,1,1,-1,1,matched,Bacteria,
Aurantimicrobium,11,58,0.0,0.0,42,6,14,0.0,0.01,33.33,1.833,0.545,1,1,-1,1,matched,Bacteria,
Microlunatus,33,623,0.01,0.05,42,19,20,0.0,0.03,47.62,1.737,0.576,1,1,-1,1,matched,Bacteria,
Caldilinea,5,57,0.0,0.0,42,5,1,0.0,0.01,2.38,1.0,1.0,1,1,-1,1,matched,Bacteria,
Pelotomaculum,61,196,0.02,0.02,41,23,10,0.0,0.03,24.39,2.652,0.377,1,1,-1,1,matched,Bacteria,
Mariprofundus,111,409,0.04,0.03,41,14,16,0.0,0.02,39.02,7.929,0.126,1,1,-1,1,matched,Bacteria,
Segetibacter,76,241,0.03,0.02,41,5,3,0.0,0.01,7.32,15.2,0.066,1,1,-1,1,matched,Bacteria,
Gaiella,186,1814,0.07,0.15,41,4,3,0.0,0.01,7.32,46.5,0.022,1,1,-1,1,matched,Bacteria,
Desulfosarcina,26,153,0.01,0.01,41,12,14,0.0,0.02,34.15,2.167,0.462,1,1,-1,1,matched,Bacteria,
Filifactor,10,29,0.0,0.0,41,4,2,0.0,0.01,4.88,2.5,0.4,1,1,-1,1,matched,Bacteria,
Jeotgalicoccus,17,72,0.01,0.01,41,16,22,0.0,0.02,53.66,1.062,0.941,1,1,-1,1,matched,Bacteria,
Rudaea,5,26,0.0,0.0,41,4,2,0.0,0.01,4.88,1.25,0.8,1,1,-1,1,matched,Bacteria,
Aridibacter,22,71,0.01,0.01,41,2,0,0.0,0.0,0.0,11.0,0.091,1,1,-1,1,matched,Bacteria,
Acidobacterium,6,23,0.0,0.0,41,4,2,0.0,0.01,4.88,1.5,0.667,1,1,-1,1,matched,Bacteria,
Litorivivens,5,12,0.0,0.0,41,2,1,0.0,0.0,2.44,2.5,0.4,1,1,-1,1,matched,Bacteria,
Pseudothermotoga,11,123,0.0,0.01,40,6,8,0.0,0.01,20.0,1.833,0.545,1,1,-1,1,matched,Bacteria,
Anaerobiospirillum,13,21,0.0,0.0,40,12,7,0.0,0.02,17.5,1.083,0.923,1,1,-1,1,matched,Bacteria,
Mesoplasma,6,15,0.0,0.0,40,20,40,0.0,0.03,100.0,0.3,3.333,1,1,-1,1,matched,Bacteria,
Gillisia,14,70,0.01,0.01,40,14,13,0.0,0.02,32.5,1.0,1.0,1,1,-1,1,matched,Bacteria,
Propionicimonas,11,72,0.0,0.01,40,3,2,0.0,0.0,5.0,3.667,0.273,1,1,-1,1,matched,Bacteria,
Planctomicrobium,67,134,0.03,0.01,40,3,4,0.0,0.0,10.0,22.333,0.045,1,1,-1,1,matched,Bacteria,
Syntrophobacter,115,559,0.04,0.05,40,6,1,0.0,0.01,2.5,19.167,0.052,1,1,-1,1,matched,Bacteria,
Ulvibacter,55,243,0.02,0.02,40,6,9,0.0,0.01,22.5,9.167,0.109,1,1,-1,1,matched,Bacteria,
Cocleimonas,40,124,0.02,0.01,40,6,5,0.0,0.01,12.5,6.667,0.15,1,1,-1,1,matched,Bacteria,
Azotobacter,27,127,0.01,0.01,40,7,39,0.0,0.01,97.5,3.857,0.259,1,1,-1,1,matched,Bacteria,
Dolosigranulum,46,164,0.02,0.01,40,2,38,0.0,0.0,95.0,23.0,0.043,1,1,-1,1,matched,Bacteria,
Flavihumibacter,12,74,0.0,0.01,40,15,11,0.0,0.02,27.5,0.8,1.25,1,1,-1,1,matched,Bacteria,
Salinicola,10,27,0.0,0.0,40,25,31,0.0,0.03,77.5,0.4,2.5,1,1,-1,1,matched,Bacteria,
Lentibacter,18,54,0.01,0.0,40,4,7,0.0,0.01,17.5,4.5,0.222,1,1,-1,1,matched,Bacteria,
Promicromonospora,15,92,0.01,0.01,40,29,39,0.0,0.04,97.5,0.517,1.933,1,1,-1,1,matched,Bacteria,
Negativicoccus,5,21,0.0,0.0,39,3,3,0.0,0.0,7.69,1.667,0.6,1,1,-1,1,matched,Bacteria,
Loigolactobacillus,10,11,0.0,0.0,39,8,37,0.0,0.01,94.87,1.25,0.8,1,1,-1,1,matched,Bacteria,
Neptuniibacter,18,57,0.01,0.0,39,24,20,0.0,0.03,51.28,0.75,1.333,1,1,-1,1,matched,Bacteria,
Lentimicrobium,191,1117,0.07,0.09,39,5,3,0.0,0.01,7.69,38.2,0.026,1,1,-1,1,matched,Bacteria,
Nitratifractor,83,152,0.03,0.01,39,3,1,0.0,0.0,2.56,27.667,0.036,1,1,-1,1,matched,Bacteria,
Apibacter,7,10,0.0,0.0,39,25,27,0.0,0.03,69.23,0.28,3.571,1,1,-1,1,matched,Bacteria,
Methanococcus,12,65,0.0,0.01,39,5,30,0.0,0.01,76.92,2.4,0.417,1,1,-1,1,matched,Archaea,
Alicycliphilus,20,38,0.01,0.0,39,12,9,0.0,0.02,23.08,1.667,0.6,1,1,-1,1,matched,Bacteria,
Agitococcus,1,2,0.0,0.0,39,3,1,0.0,0.0,2.56,0.333,3.0,1,1,-1,1,matched,Bacteria,
Streptobacillus,14,43,0.01,0.0,39,6,35,0.0,0.01,89.74,2.333,0.429,1,1,-1,1,matched,Bacteria,
Desulfotignum,26,130,0.01,0.01,38,4,2,0.0,0.01,5.26,6.5,0.154,1,1,-1,1,matched,Bacteria,
Hydrotalea,3,21,0.0,0.0,38,6,9,0.0,0.01,23.68,0.5,2.0,1,1,-1,1,matched,Bacteria,
Brochothrix,7,124,0.0,0.01,38,3,34,0.0,0.0,89.47,2.333,0.429,1,1,-1,1,matched,Bacteria,
Litoreibacter,5,23,0.0,0.0,38,10,12,0.0,0.01,31.58,0.5,2.0,1,1,-1,1,matched,Bacteria,
Phaeodactylibacter,136,437,0.05,0.04,38,4,2,0.0,0.01,5.26,34.0,0.029,1,1,-1,1,matched,Bacteria,
Parafilimonas,18,45,0.01,0.0,38,3,1,0.0,0.0,2.63,6.0,0.167,1,1,-1,1,matched,Bacteria,
Marivivens,8,38,0.0,0.0,38,9,9,0.0,0.01,23.68,0.889,1.125,1,1,-1,1,matched,Bacteria,
Moritella,12,106,0.0,0.01,38,14,27,0.0,0.02,71.05,0.857,1.167,1,1,-1,1,matched,Bacteria,
Pseudovibrio,13,74,0.0,0.01,38,26,33,0.0,0.04,86.84,0.5,2.0,1,1,-1,1,matched,Bacteria,
Kordiimonas,77,166,0.03,0.01,38,14,15,0.0,0.02,39.47,5.5,0.182,1,1,-1,1,matched,Bacteria,
Synechocystis,37,130,0.01,0.01,38,18,33,0.0,0.02,86.84,2.056,0.486,1,1,-1,1,matched,Bacteria,
Rhodoplanes,64,480,0.02,0.04,38,12,14,0.0,0.02,36.84,5.333,0.188,1,1,-1,1,matched,Bacteria,
Methylovirgula,9,23,0.0,0.0,38,5,5,0.0,0.01,13.16,1.8,0.556,1,1,-1,1,matched,Bacteria,
Lacunisphaera,122,949,0.05,0.08,37,2,1,0.0,0.0,2.7,61.0,0.016,1,1,-1,1,matched,Bacteria,
Thiohalobacter,10,13,0.0,0.0,37,5,4,0.0,0.01,10.81,2.0,0.5,1,1,-1,1,matched,Bacteria,
Oscillochloris,7,9,0.0,0.0,37,5,3,0.0,0.01,8.11,1.4,0.714,1,1,-1,1,matched,Bacteria,
Jannaschia,23,68,0.01,0.01,37,25,28,0.0,0.03,75.68,0.92,1.087,1,1,-1,1,matched,Bacteria,
Tepidimonas,20,53,0.01,0.0,37,11,13,0.0,0.02,35.14,1.818,0.55,1,1,-1,1,matched,Bacteria,
Acidipropionibacterium,4,62,0.0,0.01,37,6,17,0.0,0.01,45.95,0.667,1.5,1,1,-1,1,matched,Bacteria,
Methylobacillus,13,58,0.0,0.0,37,12,12,0.0,0.02,32.43,1.083,0.923,1,1,-1,1,matched,Bacteria,
Oleiphilus,29,85,0.01,0.01,37,30,29,0.0,0.04,78.38,0.967,1.034,1,1,-1,1,matched,Bacteria,
Eudoraea,4,71,0.0,0.01,37,4,2,0.0,0.01,5.41,1.0,1.0,1,1,-1,1,matched,Bacteria,
Labrenzia,34,157,0.01,0.01,37,34,31,0.0,0.05,83.78,1.0,1.0,1,1,-1,1,matched,Bacteria,
Fimbriiglobus,84,195,0.03,0.02,37,3,1,0.0,0.0,2.7,28.0,0.036,1,1,-1,1,matched,Bacteria,
Wohlfahrtiimonas,1,8,0.0,0.0,37,6,32,0.0,0.01,86.49,0.167,6.0,1,1,-1,1,matched,Bacteria,
Magnetospirillum,24,125,0.01,0.01,37,16,0,0.0,0.02,0.0,1.5,0.667,1,1,-1,1,matched,Bacteria,
Acetomicrobium,21,128,0.01,0.01,37,10,6,0.0,0.01,16.22,2.1,0.476,1,1,-1,1,matched,Bacteria,
Spiribacter,8,53,0.0,0.0,37,14,27,0.0,0.02,72.97,0.571,1.75,1,1,-1,1,matched,Bacteria,
Crenothrix,65,234,0.02,0.02,37,4,2,0.0,0.01,5.41,16.25,0.062,1,1,-1,1,matched,Bacteria,
Pleurocapsa,26,80,0.01,0.01,37,13,4,0.0,0.02,10.81,2.0,0.5,1,1,-1,1,matched,Bacteria,
Sneathia,3,15,0.0,0.0,37,5,12,0.0,0.01,32.43,0.6,1.667,1,1,-1,1,matched,Bacteria,
Psychroflexus,62,350,0.02,0.03,36,21,22,0.0,0.03,61.11,2.952,0.339,1,1,-1,1,matched,Bacteria,
Nitratiruptor,28,46,0.01,0.0,36,9,8,0.0,0.01,22.22,3.111,0.321,1,1,-1,1,matched,Bacteria,
Williamsia,12,53,0.0,0.0,36,18,28,0.0,0.02,77.78,0.667,1.5,1,1,-1,1,matched,Bacteria,
Aminobacter,21,92,0.01,0.01,36,21,36,0.0,0.03,100.0,1.0,1.0,1,1,-1,1,matched,Bacteria,
Motiliproteus,20,122,0.01,0.01,36,5,4,0.0,0.01,11.11,4.0,0.25,1,1,-1,1,matched,Bacteria,
Pseudophaeobacter,9,15,0.0,0.0,36,13,13,0.0,0.02,36.11,0.692,1.444,1,1,-1,1,matched,Bacteria,
Croceicoccus,3,13,0.0,0.0,36,17,19,0.0,0.02,52.78,0.176,5.667,1,1,-1,1,matched,Bacteria,
Ohtaekwangia,54,131,0.02,0.01,36,4,2,0.0,0.01,5.56,13.5,0.074,1,1,-1,1,matched,Bacteria,
Monoglobus,345,844,0.13,0.07,36,3,2,0.0,0.0,5.56,115.0,0.009,1,1,-1,1,matched,Bacteria,
Yonghaparkia,3,16,0.0,0.0,36,13,20,0.0,0.02,55.56,0.231,4.333,0,1,0,1,matched,Bacteria,
Microcella,3,37,0.0,0.0,36,13,20,0.0,0.02,55.56,0.231,4.333,1,1,-1,1,matched,Bacteria,
Chryseoglobus,2,47,0.0,0.0,36,13,20,0.0,0.02,55.56,0.154,6.5,0,1,0,1,matched,Bacteria,
Halobellus,26,80,0.01,0.01,36,19,23,0.0,0.03,63.89,1.368,0.731,1,1,-1,1,matched,Archaea,
Pauljensenia,2,7,0.0,0.0,36,18,17,0.0,0.02,47.22,0.111,9.0,1,1,-1,1,matched,Bacteria,
Pelolinea,53,376,0.02,0.03,35,3,2,0.0,0.0,5.71,17.667,0.057,1,1,-1,1,matched,Bacteria,
Terribacillus,7,32,0.0,0.0,35,10,35,0.0,0.01,100.0,0.7,1.429,1,1,-1,1,matched,Bacteria,
Phormidium,48,204,0.02,0.02,35,21,17,0.0,0.03,48.57,2.286,0.438,1,1,-1,1,matched,Bacteria,
Gulosibacter,5,10,0.0,0.0,35,12,19,0.0,0.02,54.29,0.417,2.4,1,1,-1,1,matched,Bacteria,
Cohaesibacter,33,133,0.01,0.01,35,9,7,0.0,0.01,20.0,3.667,0.273,1,1,-1,1,matched,Bacteria,
Caldithrix,41,128,0.02,0.01,35,4,3,0.0,0.01,8.57,10.25,0.098,1,1,-1,1,matched,Bacteria,
Actinomycetospora,6,97,0.0,0.01,35,24,27,0.0,0.03,77.14,0.25,4.0,1,1,-1,1,matched,Bacteria,
Caldicellulosiruptor,76,234,0.03,0.02,35,13,35,0.0,0.02,100.0,5.846,0.171,1,1,-1,1,matched,Bacteria,
Boseongicola,7,21,0.0,0.0,35,14,3,0.0,0.02,8.57,0.5,2.0,1,1,-1,1,matched,Bacteria,
Actinobaculum,5,29,0.0,0.0,34,6,12,0.0,0.01,35.29,0.833,1.2,1,1,-1,1,matched,Bacteria,
Actinotalea,12,134,0.0,0.01,34,16,19,0.0,0.02,55.88,0.75,1.333,1,1,-1,1,matched,Bacteria,
Mameliella,6,10,0.0,0.0,34,11,26,0.0,0.02,76.47,0.545,1.833,1,1,-1,1,matched,Bacteria,
Aeribacillus,7,86,0.0,0.01,34,15,34,0.0,0.02,100.0,0.467,2.143,1,1,-1,1,matched,Bacteria,
Thermoproteus,10,57,0.0,0.0,34,8,3,0.0,0.01,8.82,1.25,0.8,1,1,-1,1,matched,Archaea,
Sphingosinicella,12,61,0.0,0.01,34,15,16,0.0,0.02,47.06,0.8,1.25,1,1,-1,1,matched,Bacteria,
Plantibacter,4,24,0.0,0.0,34,27,31,0.0,0.04,91.18,0.148,6.75,1,1,-1,1,matched,Bacteria,
Acidilobus,19,128,0.01,0.01,34,9,4,0.0,0.01,11.76,2.111,0.474,1,1,-1,1,matched,Archaea,
Herminiimonas,41,159,0.02,0.01,34,12,11,0.0,0.02,32.35,3.417,0.293,1,1,-1,1,matched,Bacteria,
Methylocella,9,45,0.0,0.0,34,5,7,0.0,0.01,20.59,1.8,0.556,1,1,-1,1,matched,Bacteria,
Sulfuricella,11,125,0.0,0.01,34,5,2,0.0,0.01,5.88,2.2,0.455,1,1,-1,1,matched,Bacteria,
Sharpea,2,22,0.0,0.0,34,3,5,0.0,0.0,14.71,0.667,1.5,1,1,-1,1,matched,Bacteria,
Oerskovia,9,45,0.0,0.0,34,20,31,0.0,0.03,91.18,0.45,2.222,1,1,-1,1,matched,Bacteria,
Parapedobacter,28,70,0.01,0.01,34,17,17,0.0,0.02,50.0,1.647,0.607,1,1,-1,1,matched,Bacteria,
Ornithinibacter,1,1,0.0,0.0,34,2,2,0.0,0.0,5.88,0.5,2.0,1,1,-1,1,matched,Bacteria,
Steroidobacter,60,459,0.02,0.04,34,7,6,0.0,0.01,17.65,8.571,0.117,1,1,-1,1,matched,Bacteria,
Salinispora,22,65,0.01,0.01,34,9,34,0.0,0.01,100.0,2.444,0.409,1,1,-1,1,matched,Bacteria,
Fulvivirga,30,58,0.01,0.0,34,14,13,0.0,0.02,38.24,2.143,0.467,1,1,-1,1,matched,Bacteria,
Halarcobacter,20,89,0.01,0.01,34,5,10,0.0,0.01,29.41,4.0,0.25,1,1,-1,1,matched,Bacteria,
Ignatzschineria,3,18,0.0,0.0,34,10,16,0.0,0.01,47.06,0.3,3.333,1,1,-1,1,matched,Bacteria,
Thermodesulfatator,6,11,0.0,0.0,33,5,3,0.0,0.01,9.09,1.2,0.833,1,1,-1,1,matched,Bacteria,
Enhydrobacter,45,74,0.02,0.01,33,17,6,0.0,0.02,18.18,2.647,0.378,1,1,-1,1,matched,Bacteria,
Pseudochrobactrum,15,171,0.01,0.01,33,12,23,0.0,0.02,69.7,1.25,0.8,1,1,-1,1,matched,Bacteria,
Reinekea,19,114,0.01,0.01,33,8,9,0.0,0.01,27.27,2.375,0.421,1,1,-1,1,matched,Bacteria,
Sagittula,10,26,0.0,0.0,33,9,0,0.0,0.01,0.0,1.111,0.9,1,1,-1,1,matched,Bacteria,
Citricoccus,8,41,0.0,0.0,33,17,23,0.0,0.02,69.7,0.471,2.125,1,1,-1,1,matched,Bacteria,
Ferrovibrio,6,31,0.0,0.0,33,5,3,0.0,0.01,9.09,1.2,0.833,1,1,-1,1,matched,Bacteria,
Sphaerisporangium,25,52,0.01,0.0,33,26,32,0.0,0.04,96.97,0.962,1.04,1,1,-1,1,matched,Bacteria,
Taibaiella,94,251,0.04,0.02,33,8,6,0.0,0.01,18.18,11.75,0.085,1,1,-1,1,matched,Bacteria,
Thermosphaera,4,19,0.0,0.0,33,4,2,0.0,0.01,6.06,1.0,1.0,1,1,-1,1,matched,Archaea,
Marvinbryantia,154,269,0.06,0.02,33,3,4,0.0,0.0,12.12,51.333,0.019,1,1,-1,1,matched,Bacteria,
Alkalibacterium,16,45,0.01,0.0,33,13,15,0.0,0.02,45.45,1.231,0.812,1,1,-1,1,matched,Bacteria,
Amphritea,10,46,0.0,0.0,33,9,14,0.0,0.01,42.42,1.111,0.9,1,1,-1,1,matched,Bacteria,
Mucinivorans,5,7,0.0,0.0,33,2,1,0.0,0.0,3.03,2.5,0.4,1,1,-1,1,matched,Bacteria,
Rufibacter,13,52,0.0,0.0,32,16,32,0.0,0.02,100.0,0.812,1.231,1,1,-1,1,matched,Bacteria,
Schleiferilactobacillus,1,1,0.0,0.0,32,3,15,0.0,0.0,46.88,0.333,3.0,1,1,-1,1,matched,Bacteria,
Marinicaulis,14,45,0.01,0.0,32,3,3,0.0,0.0,9.38,4.667,0.214,1,1,-1,1,matched,Bacteria,
Thermodesulfobacterium,9,102,0.0,0.01,32,10,7,0.0,0.01,21.88,0.9,1.111,1,1,-1,1,matched,Bacteria,
Ruminobacter,28,74,0.01,0.01,32,4,2,0.0,0.01,6.25,7.0,0.143,1,1,-1,1,matched,Bacteria,
Thiomicrospira,15,304,0.01,0.03,32,13,10,0.0,0.02,31.25,1.154,0.867,1,1,-1,1,matched,Bacteria,
Pelagibacterium,27,104,0.01,0.01,32,20,17,0.0,0.03,53.12,1.35,0.741,1,1,-1,1,matched,Bacteria,
Nisaea,6,21,0.0,0.0,32,6,4,0.0,0.01,12.5,1.0,1.0,1,1,-1,1,matched,Bacteria,
Robiginitalea,27,138,0.01,0.01,32,11,10,0.0,0.02,31.25,2.455,0.407,1,1,-1,1,matched,Bacteria,
Lishizhenia,3,28,0.0,0.0,32,3,1,0.0,0.0,3.12,1.0,1.0,1,1,-1,1,matched,Bacteria,
Parvularcula,15,44,0.01,0.0,32,12,10,0.0,0.02,31.25,1.25,0.8,1,1,-1,1,matched,Bacteria,
Nodosilinea,17,169,0.01,0.01,32,18,10,0.0,0.02,31.25,0.944,1.059,1,1,-1,1,matched,Bacteria,
Runella,24,115,0.01,0.01,32,11,10,0.0,0.02,31.25,2.182,0.458,1,1,-1,1,matched,Bacteria,
Streptacidiphilus,18,220,0.01,0.02,32,26,32,0.0,0.04,100.0,0.692,1.444,1,1,-1,1,matched,Bacteria,
Reichenbachiella,25,48,0.01,0.0,32,10,10,0.0,0.01,31.25,2.5,0.4,1,1,-1,1,matched,Bacteria,
Scardovia,4,7,0.0,0.0,32,3,12,0.0,0.0,37.5,1.333,0.75,1,1,-1,1,matched,Bacteria,
Guyparkeria,5,19,0.0,0.0,32,12,13,0.0,0.02,40.62,0.417,2.4,1,1,-1,1,matched,Bacteria,
Gracilibacillus,18,49,0.01,0.0,32,26,30,0.0,0.04,93.75,0.692,1.444,1,1,-1,1,matched,Bacteria,
Cryptobacterium,1,5,0.0,0.0,32,4,1,0.0,0.01,3.12,0.25,4.0,1,1,-1,1,matched,Bacteria,
Thalassobius,24,62,0.01,0.01,32,13,16,0.0,0.02,50.0,1.846,0.542,0,1,0,1,matched,Bacteria,
Youngimonas,1,1,0.0,0.0,32,13,16,0.0,0.02,50.0,0.077,13.0,0,1,0,1,matched,Bacteria,
Saccharomonospora,21,85,0.01,0.01,32,17,26,0.0,0.02,81.25,1.235,0.81,1,1,-1,1,matched,Bacteria,
Oleispira,22,135,0.01,0.01,32,4,1,0.0,0.01,3.12,5.5,0.182,1,1,-1,1,matched,Bacteria,
Roseitalea,7,21,0.0,0.0,32,6,4,0.0,0.01,12.5,1.167,0.857,1,1,-1,1,matched,Bacteria,
Actinokineospora,10,38,0.0,0.0,32,21,30,0.0,0.03,93.75,0.476,2.1,1,1,-1,1,matched,Bacteria,
Salinisphaera,37,84,0.01,0.01,32,19,19,0.0,0.03,59.38,1.947,0.514,1,1,-1,1,matched,Bacteria,
Olleya,9,31,0.0,0.0,32,18,21,0.0,0.02,65.62,0.5,2.0,1,1,-1,1,matched,Bacteria,
Desulfomicrobium,46,410,0.02,0.03,31,10,7,0.0,0.01,22.58,4.6,0.217,1,1,-1,1,matched,Bacteria,
Vogesella,21,107,0.01,0.01,31,19,25,0.0,0.03,80.65,1.105,0.905,1,1,-1,1,matched,Bacteria,
Azospira,28,106,0.01,0.01,31,8,10,0.0,0.01,32.26,3.5,0.286,1,1,-1,1,matched,Bacteria,
Orientia,12,40,0.0,0.0,31,2,31,0.0,0.0,100.0,6.0,0.167,1,1,-1,1,matched,Bacteria,
Nevskia,24,140,0.01,0.01,31,4,3,0.0,0.01,9.68,6.0,0.167,1,1,-1,1,matched,Bacteria,
Lentimonas,60,561,0.02,0.05,31,8,8,0.0,0.01,25.81,7.5,0.133,1,1,-1,1,matched,Bacteria,
Allorhizobium,5,14,0.0,0.0,31,12,17,0.0,0.02,54.84,0.417,2.4,1,1,-1,1,matched,Bacteria,
Mycetocola,6,39,0.0,0.0,31,14,20,0.0,0.02,64.52,0.429,2.333,1,1,-1,1,matched,Bacteria,
Halorhodospira,22,64,0.01,0.01,31,11,16,0.0,0.02,51.61,2.0,0.5,1,1,-1,1,matched,Bacteria,
Neomegalonema,2,9,0.0,0.0,31,3,1,0.0,0.0,3.23,0.667,1.5,1,1,-1,1,matched,Bacteria,
Thermoactinomyces,11,32,0.0,0.0,31,19,29,0.0,0.03,93.55,0.579,1.727,1,1,-1,1,matched,Bacteria,
Fimbriimonas,16,42,0.01,0.0,30,3,1,0.0,0.0,3.33,5.333,0.188,1,1,-1,1,matched,Bacteria,
Rosenbergiella,9,12,0.0,0.0,30,7,29,0.0,0.01,96.67,1.286,0.778,1,1,-1,1,matched,Bacteria,
Defluviicoccus,81,267,0.03,0.02,30,5,1,0.0,0.01,3.33,16.2,0.062,1,1,-1,1,matched,Bacteria,
Sphaerospermopsis,3,29,0.0,0.0,30,11,10,0.0,0.02,33.33,0.273,3.667,1,1,-1,1,matched,Bacteria,
Magnetovibrio,31,100,0.01,0.01,30,4,0,0.0,0.01,0.0,7.75,0.129,1,1,-1,1,matched,Bacteria,
Trichodesmium,5,50,0.0,0.0,30,26,1,0.0,0.04,3.33,0.192,5.2,1,1,-1,1,matched,Bacteria,
Oligella,4,27,0.0,0.0,30,6,19,0.0,0.01,63.33,0.667,1.5,1,1,-1,1,matched,Bacteria,
Pigmentiphaga,5,50,0.0,0.0,30,15,16,0.0,0.02,53.33,0.333,3.0,1,1,-1,1,matched,Bacteria,
Tolumonas,13,66,0.0,0.01,30,5,3,0.0,0.01,10.0,2.6,0.385,1,1,-1,1,matched,Bacteria,
Facklamia,22,47,0.01,0.0,30,9,16,0.0,0.01,53.33,2.444,0.409,1,1,-1,1,matched,Bacteria,
Prauserella,8,24,0.0,0.0,30,18,30,0.0,0.02,100.0,0.444,2.25,1,1,-1,1,matched,Bacteria,
Zunongwangia,12,48,0.0,0.0,30,12,12,0.0,0.02,40.0,1.0,1.0,1,1,-1,1,matched,Bacteria,
Sinomonas,9,66,0.0,0.01,30,19,27,0.0,0.03,90.0,0.474,2.111,1,1,-1,1,matched,Bacteria,
Paenisporosarcina,9,76,0.0,0.01,30,12,13,0.0,0.02,43.33,0.75,1.333,1,1,-1,1,matched,Bacteria,
Mariniflexile,6,33,0.0,0.0,30,17,20,0.0,0.02,66.67,0.353,2.833,1,1,-1,1,matched,Bacteria,
Herbiconiux,2,5,0.0,0.0,30,23,26,0.0,0.03,86.67,0.087,11.5,1,1,-1,1,matched,Bacteria,
Amaricoccus,29,73,0.01,0.01,30,7,5,0.0,0.01,16.67,4.143,0.241,1,1,-1,1,matched,Bacteria,
Haladaptatus,15,48,0.01,0.0,29,25,28,0.0,0.03,96.55,0.6,1.667,1,1,-1,1,matched,Archaea,
Frisingicoccus,21,42,0.01,0.0,29,2,2,0.0,0.0,6.9,10.5,0.095,1,1,-1,1,matched,Bacteria,
Pannonibacter,8,41,0.0,0.0,29,12,20,0.0,0.02,68.97,0.667,1.5,1,1,-1,1,matched,Bacteria,
Thermosipho,9,87,0.0,0.01,29,13,20,0.0,0.02,68.97,0.692,1.444,1,0,0,1,matched,Bacteria,
Tistrella,14,48,0.01,0.0,29,5,24,0.0,0.01,82.76,2.8,0.357,1,1,-1,1,matched,Bacteria,
Xanthomarina,4,8,0.0,0.0,29,7,5,0.0,0.01,17.24,0.571,1.75,1,1,-1,1,matched,Bacteria,
Marinilactibacillus,10,43,0.0,0.0,29,7,29,0.0,0.01,100.0,1.429,0.7,1,1,-1,1,matched,Bacteria,
Telluria,2,2,0.0,0.0,29,8,9,0.0,0.01,31.03,0.25,4.0,1,1,-1,1,matched,Bacteria,
Thermoanaerobacterium,12,54,0.0,0.0,29,11,23,0.0,0.02,79.31,1.091,0.917,1,1,-1,1,matched,Bacteria,
Robinsoniella,17,33,0.01,0.0,29,5,6,0.0,0.01,20.69,3.4,0.294,1,1,-1,1,matched,Bacteria,
Chelatococcus,11,66,0.0,0.01,29,15,22,0.0,0.02,75.86,0.733,1.364,1,1,-1,1,matched,Bacteria,
Paeniglutamicibacter,5,10,0.0,0.0,29,15,26,0.0,0.02,89.66,0.333,3.0,1,1,-1,1,matched,Bacteria,
Kaistia,16,74,0.01,0.01,29,16,19,0.0,0.02,65.52,1.0,1.0,1,1,-1,1,matched,Bacteria,
Johnsonella,15,41,0.01,0.0,28,3,1,0.0,0.0,3.57,5.0,0.2,1,1,-1,1,matched,Bacteria,
Hydrogenovibrio,2,4,0.0,0.0,28,14,10,0.0,0.02,35.71,0.143,7.0,1,1,-1,1,matched,Bacteria,
Zobellia,7,22,0.0,0.0,28,14,26,0.0,0.02,92.86,0.5,2.0,1,1,-1,1,matched,Bacteria,
Propioniciclava,34,82,0.01,0.01,28,9,11,0.0,0.01,39.29,3.778,0.265,1,1,-1,1,matched,Bacteria,
Anaerorhabdus,1,2,0.0,0.0,28,2,1,0.0,0.0,3.57,0.5,2.0,1,1,-1,1,matched,Bacteria,
Desulfuromusa,40,176,0.02,0.01,28,3,1,0.0,0.0,3.57,13.333,0.075,1,1,-1,1,matched,Bacteria,
Lacibacter,9,101,0.0,0.01,28,8,6,0.0,0.01,21.43,1.125,0.889,1,1,-1,1,matched,Bacteria,
Oceanococcus,7,15,0.0,0.0,28,4,1,0.0,0.01,3.57,1.75,0.571,1,1,-1,1,matched,Bacteria,
Gilvibacter,7,13,0.0,0.0,28,3,2,0.0,0.0,7.14,2.333,0.429,1,1,-1,1,matched,Bacteria,
Desulfofustis,14,48,0.01,0.0,28,5,2,0.0,0.01,7.14,2.8,0.357,1,1,-1,1,matched,Bacteria,
Arcicella,20,142,0.01,0.01,28,11,11,0.0,0.02,39.29,1.818,0.55,1,1,-1,1,matched,Bacteria,
