family,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Cletodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cytherideidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pelomyxidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyprididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyclopidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyclopettidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cycadaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyanophoraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Saccocirridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sagittidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chaetonotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplozoidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplogasteroididae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Himantariidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dinophilidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dimarcusidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhinopomastidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Histionidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dilepididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phaeothamniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Histioteuthidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dicyemidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hoehnelomycetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Peripatopsidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Peripatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Porolithaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhabdornithidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dipteridaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dipterocarpaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Radiomycetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dromadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Raillietiellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dracunculidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phaeosacciaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ramazzottiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ramicandelaberaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phaeophilaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Herbertaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Herpomycetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Discosporangiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Reticulomyxidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dicaeidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neckeraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trichosidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heliornithidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elachuridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phascolosomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eirenidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pycnoraceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Helwingiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Philepittidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pyrocystaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ecdeiocoleaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hemiselmidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dryodoridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Quaeritorhizaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Enoploteuthidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dignathodontidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epsilonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epimeniidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haplosporidiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phoeniculidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Enteromyxidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Psolidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Psophiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Endocladiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pterasteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pterigynandraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elpidiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Philomycidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ellobiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Qudsianematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Drosophyllaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudocohnilembidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plagiogrammaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleurochloridaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glaucidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pittosporaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ginkgoaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pittidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ginglymostomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gorgonomycetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pontoporeiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Prorocentraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Proalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euryleptidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Processidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eupteleaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phyllidiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Discodorididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eudrilidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Prosorhochmidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haematopodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Proteocephalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Proteromonadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Protosteliaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haminoeidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phronimidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eriphiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hanleyidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phyllophoraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Prismatolaimidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eurypygidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phytolaccaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Porcellionidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euphausiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heteropediaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudocerotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eriocaulaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polymastigidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Poduridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gastropteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polybiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gammaridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pinguiochrysidaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gymnomeniidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Galeommatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Galbulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fonticulaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pilobolaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fustiariidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Goniomonadaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Goniodorididae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gongylonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glyceridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gnathostomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gnetaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Platysternidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Platydesmidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gymnuridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geomitridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geminibasidiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pomphorhynchidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haemadipsidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polyzoniidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polystomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fregatidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fritillariidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geosiphonaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dinophyceae.U.family,1090,4487,1.54,1.12,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Stramenopiles.U.family,1038,7804,1.46,1.94,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Pezizomycotina.U.family,987,5074,1.39,1.26,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Heterolobosea.U.family,896,4751,1.26,1.18,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Platyhelminthes.U.family,851,2920,1.2,0.73,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Gyrista.U.family,833,3060,1.17,0.76,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Ciliophora.U.family,803,4342,1.13,1.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Chromadorea_X,778,4386,1.1,1.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Fungi.U.family,1112,2638,1.57,0.66,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Opisthokonta.U.family,687,3638,0.97,0.91,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-II.U.family,657,2568,0.93,0.64,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Sandonidae,645,3733,0.91,0.93,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-II-Clade-7,547,1828,0.77,0.46,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Chytridiomycota.U.family,530,1528,0.75,0.38,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
TSAR.U.family,509,1675,0.72,0.42,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Monothalamids_X.U.family,507,2233,0.72,0.56,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Chlorophyta_X.U.family,499,2267,0.7,0.56,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Hartmannellidae,472,2106,0.67,0.52,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Thoracosphaeraceae,468,2008,0.66,0.5,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Kinetoplastea.U.family,451,1621,0.64,0.4,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Crustacea.U.family,436,2433,0.61,0.61,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Petalomonadida.U.family,422,1103,0.6,0.27,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-II-Clade-10-and-11,415,1595,0.59,0.4,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Alveolata.U.family,393,8253,0.55,2.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Polycystinea.U.family,391,4253,0.55,1.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Mollusca.U.family,353,2354,0.5,0.59,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Archaeplastida.U.family,342,1480,0.48,0.37,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Oligohymenophorea.U.family,339,1781,0.48,0.44,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Agaricomycotina.U.family,328,2666,0.46,0.66,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Craniata_X.U.family,326,2470,0.46,0.62,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Foraminifera.U.family,322,2196,0.45,0.55,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Chlorellales_X,315,3348,0.44,0.83,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Vampyrellida.U.family,315,1110,0.44,0.28,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Maxillopoda,290,3923,0.41,0.98,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Ascomycota.U.family,288,3632,0.41,0.9,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-II-Clade-6,286,4127,0.4,1.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Bicoecea.U.family,280,1227,0.39,0.31,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Radiolaria.U.family,272,1717,0.38,0.43,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Rozellomycota_XX,268,757,0.38,0.19,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Saccharomycotina.U.family,259,3098,0.37,0.77,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dileptidae,253,2935,0.36,0.73,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Scytomonadidae,240,549,0.34,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Neobodonida.U.family,221,929,0.31,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Perkinsida_XX,221,1396,0.31,0.35,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Opalozoa.U.family,218,1086,0.31,0.27,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Chlamydomonadales_X,217,1479,0.31,0.37,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Nassellaria.U.family,209,918,0.29,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Acantharea_3a,208,1225,0.29,0.31,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Tetramitia_I.U.family,200,796,0.28,0.2,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-I.U.family,197,907,0.28,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Flamellidae.U.family,197,567,0.28,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-I-Clade-5,196,1050,0.28,0.26,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Eupetalomonads_X,192,534,0.27,0.13,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Fungi_XXX,190,809,0.27,0.2,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Phyllopharyngea.U.family,186,686,0.26,0.17,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Kinetoplastea_XX,183,428,0.26,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Dino-Group-I-Clade-4,182,1189,0.26,0.3,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Sessilida,174,1759,0.25,0.44,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
WIM80-lineage,173,656,0.24,0.16,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Actinocephalidae,172,567,0.24,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Rhizophydiales_X,157,593,0.22,0.15,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Cercomonadidae,154,294,0.22,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Turbellaria.U.family,153,634,0.22,0.16,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Centroplasthelida_X.U.family,151,475,0.21,0.12,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Difflugina,151,397,0.21,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Salpingoecidae_Group_C1,148,357,0.21,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Nolandellidae,142,405,0.2,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Arthropoda.U.family,138,741,0.19,0.18,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Rotifera_XX,135,1684,0.19,0.42,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
Rhogostoma-lineage,134,853,0.19,0.21,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,census_only,Unknown,0.0
