genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Hypholoma,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coturnix,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Asterias,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cottus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corynascus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudosagedia,0,0,0.0,0.0,3,3,0,0.01,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Condylactis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Teleopsis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pilasporangium,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coniella,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudorasbora,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aviceda,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bungarus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Conidiobolus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hoolock,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neosilurus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hoplostethus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arthonia,0,0,0.0,0.0,3,3,1,0.01,0.01,33.33,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesaphorura,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Callipepla,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tadarida,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aselliscus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scurria,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ranitomeya,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Asparagopsis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calephelis,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heracleum,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaeramia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumaeus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nothocercus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lantana,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Laodelphax,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nothoprocta,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cebidichthys,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hemidactylus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Larinioides,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hemiprocne,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesocricetus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesostigma,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasiurus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rasamsonia,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Helenozyma,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heliamphora,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caloenas,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Laticauda,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nyctalus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lathamus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crataegus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lateolabrax,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pimephales,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eugenia,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bycanistes,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scirpophaga,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coptodon,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ramaria,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lasiosphaeria,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ruditapes,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sebastolobus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleurodeles,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumetopias,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Casuarius,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Helleia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hemibagrus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Asbolus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ascaphus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pilophorus,0,0,0.0,0.0,3,2,2,0.01,0.01,66.67,,,0,0,0,ncbi_only,Eukaryota,0.0
Eudyptula,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trissolcus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Homalodisca,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nephtys,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erethizon,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nepenthes,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceratostomella,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceratopteris,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Butorides,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceratocystiopsis,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hirschfeldia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tautogolabrus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phrynosoma,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pimpla,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euglena,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Celaenorrhinus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Atkinsonella,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corchorus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleuronectes,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lagerstroemia,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heterohyrax,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cajanus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heteromormyrus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lagenaria,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cairina,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Verruconis,0,0,0.0,0.0,3,2,1,0.01,0.01,33.33,,,0,0,0,ncbi_only,Eukaryota,0.0
Herpetomonas,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corbicula,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nerophis,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Actias,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Butastur,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coriolopsis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trioceros,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudomugil,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corinectria,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Verasper,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cephaloascus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aulostomus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hiodon,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hippoglossus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Atta,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nipponia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nippostrongylus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corymbia,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rumex,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lama,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hesperia,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leontopithecus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halichoerus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halichondria,0,0,0.0,0.0,3,1,2,0.01,0.0,66.67,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyanocorax,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haliclystus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halictus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyanistes,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leontocebus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plocamopherus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plicofollis,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Candolleomyces,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tachinus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nylanderia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hedera,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calonectris,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caerostris,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hadena,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melanerpes,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Campodea,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halocynthia,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tachyeres,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tachyglossus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oleoguttula,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Culter,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phoenicopterus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melanorivulus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cuculus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cubamyces,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Capreolus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Okapia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Meleagris,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caprimulgus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melaleuca,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Onychogalea,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ectropis,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Campoletis,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiopholis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cylindroiulus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leptodoras,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Megaceryle,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cymodocea,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cymbopogon,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gynostemma,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Opsariichthys,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Reticulitermes,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leptobrachium,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Opisthocomus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Megalops,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phortica,0,0,0.0,0.0,3,3,2,0.01,0.01,66.67,,,0,0,0,ncbi_only,Eukaryota,0.0
Spermophilus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aristotelia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arrhopalites,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ctenodactylus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiognomonia,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Megaselia,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Haemulon,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Protopterus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Operophtera,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyclocybe,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Protosalanx,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cancer,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cyclocarya,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Candida/Serinales incertae sedis,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Campylomormyrus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nymphaea,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tagetes,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Carlina,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hapsidospora,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lecanosticta,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Seirophora,0,0,0.0,0.0,3,2,0,0.01,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arge,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cariama,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Argopecten,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Platygaster,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mentha,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Argyrosomus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Harpegnathos,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ariolimax,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mercurialis,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phoronis,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cryptomonas,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arapaima,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Effrenium,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arbutus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Odontomachus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Semibalanus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crocodylus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arenaria,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calosoma,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arma,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Armadillidium,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trichostrongylus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caloplaca,0,0,0.0,0.0,3,3,0,0.01,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spilocuscus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hedychium,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudococcus,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crossaster,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Zeus,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arctium,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Selenicereus,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leersia,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Selaginella,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Recurvomyces,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Odontesthes,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Odontocerum,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melipona,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arachnomyces,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
